track_id,track_name,artist_id,artist_name,album_id,duration,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
4KjASaPtCvRJ4YArYpz6je,Strange,5RmQ8k4l3HZ8JoPb4mNsML,Agust D,0zhGddZ83RpCgnelKWa2qS,196529,2020-05-22,69,0.627,0.662,7,-8.121,1,0.203,0.00236,0.0,0.157,0.207,90.008
4bTID1qPjca9WuTZGkGRKE,28,5RmQ8k4l3HZ8JoPb4mNsML,Agust D,0zhGddZ83RpCgnelKWa2qS,133673,2020-05-22,66,0.679,0.645,9,-7.107,0,0.0513,0.0897,0.0,0.121,0.349,119.934
0x25VdiFOIBl1epNer9L3w,Burn It,5RmQ8k4l3HZ8JoPb4mNsML,Agust D,0zhGddZ83RpCgnelKWa2qS,192106,2020-05-22,70,0.658,0.776,6,-7.088,0,0.0493,0.012,2.1e-06,0.272,0.336,114.044
0SJ7vFES0Lj6pnumh3DhCe,People,5RmQ8k4l3HZ8JoPb4mNsML,Agust D,0zhGddZ83RpCgnelKWa2qS,197000,2020-05-22,73,0.76,0.682,1,-6.441,1,0.0371,0.0616,0.0,0.118,0.372,120.008
5Ncjypx5upZS5ZZTaqUzIf,Honsool,5RmQ8k4l3HZ8JoPb4mNsML,Agust D,0zhGddZ83RpCgnelKWa2qS,219808,2020-05-22,62,0.478,0.574,1,-8.886,1,0.0606,0.00036,0.00719,0.157,0.187,71.984
5qJF3xMbNjsPuqQDRkfUl1,Dear my friend (feat. Kim Jong Wan of NELL),5RmQ8k4l3HZ8JoPb4mNsML,Agust D,0zhGddZ83RpCgnelKWa2qS,292078,2020-05-22,64,0.56,0.735,0,-6.344,1,0.0638,0.0181,8.54e-06,0.0571,0.27,148.026
3wS2dXzQw58b1e3AR8YStR,Interlude : Set me free,5RmQ8k4l3HZ8JoPb4mNsML,Agust D,0zhGddZ83RpCgnelKWa2qS,140198,2020-05-22,62,0.31,0.416,5,-10.429,1,0.0346,0.0755,3.34e-05,0.18,0.207,129.925
0O22hXRIdbyrnMQk7VldC9,Punch,7f4ignuCJhLXfZ9giKT7rH,NCT 127,64F7bFLt8ULAfBl2L4Pyv4,204000,2020-05-19,62,0.636,0.915,1,-3.473,1,0.183,0.0353,0.0,0.0978,0.511,90.946
03o4HPzUwftpgAPNQSuaBS,This Love Isn't Crazy,6sFIWsNpZYqfjUpaCgueju,Carly Rae Jepsen,7oHKKCXCFIv3J1Yh5F08pu,233373,2020-05-21,61,0.632,0.728,6,-5.759,0,0.0604,0.00308,0.0,0.278,0.252,117.981
3AQrryq4mc956K3RtLZAFo,Tonight (I Wish I Was Your Boy),3mIj9lX2MWuHmhNCA7LSCW,The 1975,65l2wbCvQ1XGtZ4PbKqF2i,247265,2020-05-22,43,0.496,0.444,7,-7.231,1,0.0522,0.123,1.67e-05,0.214,0.282,172.108
0UnTaVkntyh3vqvLEvbpQx,In Your Eyes (with Doja Cat) - Remix,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,0Jh3A8NAbc9eFpdUfhDedt,237911,2020-05-21,72,0.679,0.731,7,-5.522,0,0.0319,0.00518,0.000127,0.0614,0.727,99.984
5RqR4ZCCKJDcBLIn4sih9l,Party Girl,1XLWox9w1Yvbodui0SRhUQ,StaySolidRocky,4NPX54YtocHqTOq6yXDEFM,147800,2020-04-21,85,0.728,0.431,6,-9.966,0,0.0622,0.749,0.0,0.0996,0.629,130.022
0yRXPoZx4gkGUYDqNwEGOM,Marikit,6kyw9sh7ryjy1GQdPYH3Yd,Juan Caoile,0GzYowLMSHYRj0rP6fBXGF,263333,2020-05-21,5,0.806,0.594,11,-7.671,1,0.0748,0.577,0.0,0.098,0.787,143.016
1pi3VCMlGVaXvrjlVOkBPN,KLWKN,52gTrzyF0DyfkFl1DQz9Oq,Music Hero,1TmGJJPRkYoxPEAo0xFnQV,256572,2019-01-31,74,0.493,0.394,2,-6.997,1,0.0366,0.575,0.0,0.267,0.375,152.03
47EWMOElkkbMp5m9SBkx7d,IDK You Yet,6sFHvCyqklnJpXC9Nh1aag,Alexander 23,2BcmdSV1kyss7KFuSpobeS,184638,2020-04-09,85,0.629,0.306,1,-11.735,1,0.0424,0.884,0.0776,0.124,0.191,76.994
6kKC35sKUh2FUx4M0qAL44,Candy,4ufh0WuMZh6y4Dmdnklvdl,BAEKHYUN,75sPv82oaDKYjtuuS4l3Vc,227173,2020-05-25,73,0.649,0.767,11,-3.838,0,0.0455,0.24,0.0,0.0929,0.608,149.918
4Jxc98fY5SQ6zyGg8Dnybw,R U Ridin’?,4ufh0WuMZh6y4Dmdnklvdl,BAEKHYUN,75sPv82oaDKYjtuuS4l3Vc,174506,2020-05-25,56,0.438,0.851,1,-2.516,1,0.31,0.0427,9.85e-06,0.0626,0.766,192.026
6wwmbBoBaFxptJwuvF2QdM,Bungee,4ufh0WuMZh6y4Dmdnklvdl,BAEKHYUN,75sPv82oaDKYjtuuS4l3Vc,206693,2020-05-25,58,0.676,0.758,0,-4.106,1,0.037,0.611,0.0,0.085,0.552,93.979
1JTUPJr0rSf93hNlRR6S0g,Poppin’,4ufh0WuMZh6y4Dmdnklvdl,BAEKHYUN,75sPv82oaDKYjtuuS4l3Vc,208266,2020-05-25,55,0.643,0.613,7,-2.522,1,0.0813,0.113,0.0,0.0795,0.573,103.132
7tIFeLQFS7A6DLcZ12Mv3U,Underwater,4ufh0WuMZh6y4Dmdnklvdl,BAEKHYUN,75sPv82oaDKYjtuuS4l3Vc,199186,2020-05-25,57,0.37,0.691,4,-3.614,0,0.0534,0.51,0.0,0.148,0.304,98.173
4dYODiAYvJHWQJtNganYCY,Love Again,4ufh0WuMZh6y4Dmdnklvdl,BAEKHYUN,75sPv82oaDKYjtuuS4l3Vc,205293,2020-05-25,63,0.684,0.595,4,-5.423,0,0.0364,0.286,8.55e-06,0.106,0.564,95.059
4pulHxja8nTUiojRtfwgTv,Ghost,4ufh0WuMZh6y4Dmdnklvdl,BAEKHYUN,75sPv82oaDKYjtuuS4l3Vc,204253,2020-05-25,57,0.711,0.854,7,-2.329,0,0.0378,0.339,1.03e-05,0.108,0.481,100.027
6R6ZoHTypt5lt68MWbzZXv,Sour Candy (with BLACKPINK),1HY2Jd0NmPuamShAr6KMms,Lady Gaga,6y6lP1WRfqEhv8RLy4ufZB,157706,2020-05-28,77,0.752,0.87,9,-3.812,0,0.0623,0.0604,1.12e-05,0.489,0.784,120.006
6qI0MU175Dk2DeoUjlrOpy,911,1HY2Jd0NmPuamShAr6KMms,Lady Gaga,05c49JgPmL4Uz2ZeqRx5SP,172133,2020-05-29,79,0.789,0.813,5,-4.563,1,0.0374,0.0294,2.07e-06,0.519,0.42,116.007
1IWNylpZ477gIVUDpJL66u,Sour Candy (with BLACKPINK),1HY2Jd0NmPuamShAr6KMms,Lady Gaga,05c49JgPmL4Uz2ZeqRx5SP,157706,2020-05-29,77,0.752,0.87,9,-3.812,0,0.0623,0.0604,1.12e-05,0.489,0.784,120.006
7ju97lgwC2rKQ6wwsf9no9,Rain On Me (with Ariana Grande),1HY2Jd0NmPuamShAr6KMms,Lady Gaga,05c49JgPmL4Uz2ZeqRx5SP,182200,2020-05-29,84,0.672,0.855,9,-3.764,1,0.0397,0.021,0.0,0.323,0.646,123.056
7yBbV2k2S2uhaQc24NF2xt,Stupid Love,1HY2Jd0NmPuamShAr6KMms,Lady Gaga,05c49JgPmL4Uz2ZeqRx5SP,193533,2020-05-29,81,0.68,0.825,8,-4.296,1,0.0702,0.00173,0.000122,0.27,0.784,117.987
4L6ihclQPu1hqP9r3WNJjQ,Free Woman,1HY2Jd0NmPuamShAr6KMms,Lady Gaga,05c49JgPmL4Uz2ZeqRx5SP,191466,2020-05-29,71,0.731,0.927,0,-3.634,1,0.0781,0.0228,7.15e-05,0.187,0.478,119.006
41A89rj3GoMG6ktN37L7PG,Alice,1HY2Jd0NmPuamShAr6KMms,Lady Gaga,05c49JgPmL4Uz2ZeqRx5SP,177600,2020-05-29,71,0.723,0.88,11,-4.287,0,0.038,0.00334,0.0179,0.0632,0.323,123.036
6hyQVqfHFvsJDjcmj4qrHf,Fun Tonight,1HY2Jd0NmPuamShAr6KMms,Lady Gaga,05c49JgPmL4Uz2ZeqRx5SP,173426,2020-05-29,68,0.645,0.923,11,-4.262,1,0.0725,0.364,1.06e-06,0.14,0.323,117.945
1sgDyuLooyvEML4oHspNza,Lose Somebody,23fqKkggKUBHNkbKtXEls4,Kygo,7tcs1X9pzFvcLOPuhCstQJ,199549,2020-05-29,77,0.58,0.586,1,-6.883,1,0.0357,0.344,0.0,0.0755,0.507,147.988
0oQc0F6KUE7QY7k5TU6bic,Chromatica II,1HY2Jd0NmPuamShAr6KMms,Lady Gaga,05c49JgPmL4Uz2ZeqRx5SP,41866,2020-05-29,67,0.184,0.297,2,-14.534,1,0.0359,0.473,0.893,0.527,0.113,75.824
7JDbfYUHjDzQPFSDh5lzGs,Enigma,1HY2Jd0NmPuamShAr6KMms,Lady Gaga,05c49JgPmL4Uz2ZeqRx5SP,179760,2020-05-29,68,0.669,0.804,0,-4.035,1,0.036,0.0306,0.0,0.694,0.184,116.001
3CidPLqWXqgesJlwYVJZdy,Plastic Doll,1HY2Jd0NmPuamShAr6KMms,Lady Gaga,05c49JgPmL4Uz2ZeqRx5SP,221666,2020-05-29,68,0.743,0.853,0,-4.842,1,0.04,0.0019,3.49e-05,0.0872,0.422,121.028
3CGZ7wfk4skmuyQgua1C1K,Chromatica I,1HY2Jd0NmPuamShAr6KMms,Lady Gaga,05c49JgPmL4Uz2ZeqRx5SP,60400,2020-05-29,64,0.231,0.457,6,-10.773,0,0.0318,0.0126,0.875,0.327,0.0588,65.827
0zzsyWc45eUcSjw4FNHxeN,Sine From Above (with Elton John),1HY2Jd0NmPuamShAr6KMms,Lady Gaga,05c49JgPmL4Uz2ZeqRx5SP,244880,2020-05-29,70,0.642,0.792,0,-5.746,0,0.0488,0.158,9.84e-06,0.68,0.0903,122.965
7sKbyYeJnITO1Eh9xd0lKd,Replay,1HY2Jd0NmPuamShAr6KMms,Lady Gaga,05c49JgPmL4Uz2ZeqRx5SP,186653,2020-05-29,71,0.658,0.878,1,-3.875,1,0.123,0.00792,0.0,0.944,0.683,122.015
5DttNeiizFqWUON9hZBqTY,Babylon,1HY2Jd0NmPuamShAr6KMms,Lady Gaga,05c49JgPmL4Uz2ZeqRx5SP,161733,2020-05-29,69,0.698,0.799,2,-4.372,1,0.0342,0.0129,5.46e-06,0.215,0.351,115.957
62hTXlVQacy3pjBW4ntRPl,1000 Doves,1HY2Jd0NmPuamShAr6KMms,Lady Gaga,05c49JgPmL4Uz2ZeqRx5SP,215480,2020-05-29,67,0.668,0.826,9,-4.466,1,0.0383,0.0236,1.07e-05,0.474,0.388,122.973
6xRNqXP3baPR9buXr8vreM,3AM,1z7b1Pr1rSlvWRzsW3HOrS,Russ,5Vmz3pIxG7Dsx7fzHgtyJB,200547,2020-05-19,72,0.569,0.657,0,-6.639,1,0.0425,0.108,0.0,0.108,0.111,73.008
3omvXShuRPM3zbDpWYqf5g,MORE & MORE,7n2Ycct7Beij7Dj7meI4X0,TWICE,5KsduuDNWzt65TaHzmtciv,199653,2020-06-01,77,0.739,0.841,5,-4.162,1,0.06,0.0312,0.0,0.173,0.562,106.99
128rj96Z6tTEU3h3awSMdB,OXYGEN,7n2Ycct7Beij7Dj7meI4X0,TWICE,5KsduuDNWzt65TaHzmtciv,225400,2020-06-01,61,0.775,0.87,0,-4.198,0,0.0576,0.0564,2.82e-06,0.273,0.501,129.956
6caS9LrdquWAfGeAmjqt1t,MAKE ME GO,7n2Ycct7Beij7Dj7meI4X0,TWICE,5KsduuDNWzt65TaHzmtciv,186706,2020-06-01,60,0.818,0.633,7,-3.145,1,0.0611,0.00539,0.00174,0.0446,0.814,111.517
5NhDDt5Zy8yGOECN3PLRdE,FIREWORK,7n2Ycct7Beij7Dj7meI4X0,TWICE,5KsduuDNWzt65TaHzmtciv,193466,2020-06-01,59,0.7,0.92,10,-1.532,0,0.0536,0.115,2.93e-06,0.701,0.685,108.006
7HzvvhTmfzvD1dV4F7MIcm,SHADOW,7n2Ycct7Beij7Dj7meI4X0,TWICE,5KsduuDNWzt65TaHzmtciv,168893,2020-06-01,59,0.696,0.751,11,-4.966,0,0.161,0.138,0.0,0.282,0.478,110.8
6UrML9LyuaBWgZV3nFLLGl,SWEET SUMMER DAY,7n2Ycct7Beij7Dj7meI4X0,TWICE,5KsduuDNWzt65TaHzmtciv,191986,2020-06-01,57,0.707,0.95,6,-3.189,0,0.0645,0.0187,1.14e-05,0.35,0.589,110.029
4pOPTaIor4ilgBCcOmnJRU,DON’T CALL ME AGAIN,7n2Ycct7Beij7Dj7meI4X0,TWICE,5KsduuDNWzt65TaHzmtciv,173346,2020-06-01,55,0.516,0.902,2,-4.686,1,0.175,0.00146,5.31e-05,0.112,0.613,187.873
1IX47gefluXmKX4PrTBCRM,What is Love,7n2Ycct7Beij7Dj7meI4X0,TWICE,35LVzMbjGUCfYZYEP6YWyr,208240,2018-07-09,75,0.574,0.909,8,-1.572,1,0.0655,0.0988,0.0,0.264,0.565,169.964
2bAAj29XGc4h1G4oEGYCmg,MORE & MORE,7n2Ycct7Beij7Dj7meI4X0,TWICE,1bUx6TFAyzCdZY9ugEXxRh,199653,2020-06-01,65,0.739,0.841,5,-4.162,1,0.06,0.0312,0.0,0.173,0.562,106.99
0JeDwT1t3gcrAH29RA0yvm,OXYGEN,7n2Ycct7Beij7Dj7meI4X0,TWICE,1bUx6TFAyzCdZY9ugEXxRh,225400,2020-06-01,49,0.775,0.87,0,-4.198,0,0.0576,0.0564,2.82e-06,0.273,0.501,129.956
2kYbyudUsQyBzFjWTpy6xV,MAKE ME GO,7n2Ycct7Beij7Dj7meI4X0,TWICE,1bUx6TFAyzCdZY9ugEXxRh,186706,2020-06-01,47,0.818,0.633,7,-3.145,1,0.0611,0.00539,0.00174,0.0446,0.814,111.517
7iXrqFaV5tK4Fri4mrO8jP,FIREWORK,7n2Ycct7Beij7Dj7meI4X0,TWICE,1bUx6TFAyzCdZY9ugEXxRh,193466,2020-06-01,47,0.7,0.92,10,-1.532,0,0.0536,0.115,2.93e-06,0.701,0.685,108.006
0Wv6HtcBNex6lwPugykWCd,SHADOW,7n2Ycct7Beij7Dj7meI4X0,TWICE,1bUx6TFAyzCdZY9ugEXxRh,168893,2020-06-01,46,0.696,0.751,11,-4.966,0,0.161,0.138,0.0,0.282,0.478,110.8
4XDWKodqvKyGL5YJILpKM5,SWEET SUMMER DAY,7n2Ycct7Beij7Dj7meI4X0,TWICE,1bUx6TFAyzCdZY9ugEXxRh,191986,2020-06-01,47,0.707,0.95,6,-3.189,0,0.0645,0.0187,1.14e-05,0.35,0.589,110.029
5Y3OPUKCfbGNygyijpeP4e,DON'T CALL ME AGAIN,7n2Ycct7Beij7Dj7meI4X0,TWICE,1bUx6TFAyzCdZY9ugEXxRh,173346,2020-06-01,45,0.516,0.902,2,-4.686,1,0.175,0.00146,5.31e-05,0.112,0.613,187.873
7aBxcRw77817BrkdPChAGY,Freedom (feat. Kendrick Lamar),6vWDO969PvNqNYHIOW5v0m,Beyoncé,7dK54iZuOxXFarGhXwEXfF,289760,2016-04-23,66,0.437,0.803,2,-6.412,1,0.305,0.0376,0.0,0.683,0.406,84.378
3X9c4tBzSdGhlO4Fx3WYgW,Lifetime,4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,277CpjwmcdLZsHwXpj9D8H,171527,2020-06-04,68,0.386,0.657,7,-5.125,1,0.0316,0.292,1.05e-05,0.393,0.401,179.998
1N0yX1ECt0H4ZvxV1ogXJ8,Pagsuko,0WleeEe3UurwlNbDGhb5Yz,ALLMO$T,2ISMIFg2oSwy2QvJgP9kFp,324927,2020-05-14,49,0.791,0.417,9,-7.518,1,0.0698,0.448,0.000498,0.189,0.518,88.955
4ja2gzrNh9VNigzoXfmbwD,Mariposa,0imE3buPhAowREqCrr4CYe,Peach Tree Rascals,0vpGo2ef7QNOKQHtd7qZeh,210000,2019-08-28,84,0.676,0.525,9,-5.88,1,0.028,0.617,0.0,0.356,0.421,112.011
2YreeV0asmC6tgM4IH2g5F,Pangga,1SrWbIDP84JcSDr0oTBAQw,Matthaios,6HKEH0dCMQ3Bc7sX13bR5d,195186,2020-05-10,70,0.765,0.437,9,-12.63,1,0.073,0.861,0.0,0.113,0.535,150.041
6Ha8pqxdSJHdPY4tlzPhlT,Hurry Home (with beabadoobee & Jay Som),6auWB5YAlcKaHyrbTH66nd,No Rome,6vAkWJVChKrwbY9WTLeKZZ,236048,2020-05-29,53,0.603,0.688,5,-7.846,1,0.0374,0.216,1.74e-05,0.123,0.325,147.962
63qA4ydokzNOFpsaNlsYsC,Higa,7uDdl5V5AETSFY7K3muu22,Arthur Nery,3H8htbv4nP3HIjpOCbxm67,245760,2019-10-25,72,0.657,0.337,9,-10.546,1,0.0433,0.45,0.0,0.106,0.183,125.057
0sNZsYY8LSCCM4tC2y0zR1,Binhi,7uDdl5V5AETSFY7K3muu22,Arthur Nery,3H8htbv4nP3HIjpOCbxm67,216774,2019-10-25,63,0.545,0.309,5,-10.235,1,0.0313,0.961,0.000733,0.189,0.232,123.767
4nd9cEo5R4jGNcgPHDm7Ar,Marikit,6kyw9sh7ryjy1GQdPYH3Yd,Juan Caoile,5EXcm2Fs0WdsNr6bHe9i7u,263348,2020-05-21,69,0.806,0.593,11,-7.672,1,0.0745,0.574,0.0,0.0981,0.784,143.01
1jRAr1HTq9JhxMwMBxL6gu,Savage Love (Did Somebody Break Your Heart),19vSzy8s8Vc04MWTqExkLN,Ajay Stephens,2yryhIuYDMQREALxrZTrtG,129080,2020-05-26,3,0.838,0.468,4,-6.274,1,0.0649,0.375,3.22e-06,0.0804,0.797,150.027
5QiiYSr4pJMPOESQznu2IC,WAYO,1slszTGbkp1uNnI6G5uD0X,BANG YE DAM,7d9gYifXh5njpsNEvCmLLP,205164,2020-06-05,61,0.678,0.358,8,-7.37,1,0.0289,0.429,0.0,0.0987,0.724,99.992
3KKUf8F2hktFscLgbH4YwR,no song without you,0Vw76uk7P8yVtTClWyOhac,HONNE,4Mxwp3dJCIEJOqQ4O03BMa,161536,2020-06-12,68,0.778,0.462,0,-12.729,1,0.0359,0.463,0.583,0.11,0.817,105.45
1xQ6trAsedVPCdbtDAmk0c,Savage Love (Laxed - Siren Beat),56mfhUDKa1vec6rSLZV5Eg,Jawsh 685,1XMw3pBrYeXzNXZXc84DNw,171374,2020-06-11,91,0.767,0.481,0,-8.52,0,0.0803,0.234,0.0,0.269,0.761,150.076
0dZpw3h6KZhcHec61qwevZ,Banana (feat. Shaggy) - DJ FLe - Minisiren Remix,7vPGzgDg3qGUY5bWtrO3K4,Conkarah,4txsHyrnh5YNezMNlknYv4,210328,2020-05-15,78,0.824,0.854,8,-5.312,1,0.177,0.016,4.95e-05,0.117,0.896,95.114
4Aykm3xrOFSHrAnv80KUhh,ROCKSTAR (feat. Roddy Ricch) - BLM REMIX,4r63FhuTkUYltbVAg5TQnk,DaBaby,3xGZrrUdbVXu3CRXSSsPQZ,204546,2020-06-12,71,0.747,0.689,11,-7.246,1,0.242,0.197,0.0,0.0884,0.75,89.901
1ojVx5LnVcBCGYPL7QC5eW,Umaasa,117XFtbZPnCI1EYKjYZWJc,Skusta Clee,4icBARf3NUeP5SfMRMQOHU,261500,2020-05-19,67,0.633,0.386,2,-9.989,1,0.0345,0.153,0.0,0.0768,0.316,120.267
3FARQP8fA49bSsTWjNyWmY,Secret Story of the Swan,5r1tUTxVSgvBHnoDuDODPH,IZ*ONE,0Feph4xWbYik7e0oLR08sN,192333,2020-06-15,71,0.703,0.941,7,-0.995,0,0.0808,0.131,0.0,0.319,0.758,102.969
55XlSI5d8hMVoNjVkpQpT7,Malayo,3f0X043zSojego7Qn4Yi6U,Ace Banzuelo,5eeDd6LGXrzELl6YR6UvYb,276368,2020-06-05,48,0.421,0.485,7,-7.446,1,0.0333,0.797,2.02e-05,0.117,0.164,132.172
47Bg6IrMed1GPbxRgwH2aC,Best Friend,7pbDxGE6nQSZVfiFdq9lOL,Rex Orange County,51pSyGziPFv8ajzF7ilUAr,262231,2017-01-25,82,0.575,0.714,6,-5.247,1,0.0596,0.395,0.0,0.115,0.32,144.982
3H7ihDc1dqLriiWXwsc2po,Breaking Me,0u6GtibW46tFX7koQ6uNJZ,Topic,3nBQlhUvErkw8DVpF47WAn,166793,2019-12-19,92,0.789,0.72,8,-5.652,0,0.218,0.223,0.0,0.129,0.664,122.031
0UwQTbq7ZtBJ7v530mpaxP,Stay Gold,3Nrfpe0tUJi4K4DXYWgMUX,BTS,2TOMIcHmmsiCSB1VU4T8Gb,243733,2020-06-19,70,0.724,0.631,1,-5.403,1,0.0517,0.0873,0.0,0.0752,0.548,129.019
6r7sdXUiKjgEx3I8GQRpSq,Chinita Girl,7Dhd8nNMvFdye1R3Y8wE6C,Lil Vinceyy,6VkTR76jTbFqzZ7xiuvaBs,238859,2020-03-06,70,0.702,0.49,1,-6.828,1,0.213,0.0618,0.0,0.076,0.59,103.021
2qzUpSVI4NnPyWxbXwumTj,BLACK PARADE,6vWDO969PvNqNYHIOW5v0m,Beyoncé,3MJxH055n52Rbm8RLlpJcN,281272,2020-06-19,69,0.824,0.555,1,-5.817,1,0.05,0.00337,6.42e-06,0.217,0.0611,120.002
66orj0qtDgnU6DlmllAxbq,Left & Right,7nqOGRxlXj7N2JYbgNEjYH,SEVENTEEN,3tWstxfjHMtqt2ZsRvhlYy,201773,2020-06-22,73,0.725,0.823,6,-3.868,0,0.115,0.132,0.0,0.104,0.958,149.994
24md79Pvck5AWciO5Xc3Ee,Fearless,7nqOGRxlXj7N2JYbgNEjYH,SEVENTEEN,3tWstxfjHMtqt2ZsRvhlYy,194813,2020-06-22,60,0.7,0.786,1,-4.478,1,0.0822,0.225,0.0,0.34,0.726,129.947
23EXCgTa99RN6b3KwtkodK,Kidult,7nqOGRxlXj7N2JYbgNEjYH,SEVENTEEN,3tWstxfjHMtqt2ZsRvhlYy,192893,2020-06-22,63,0.55,0.743,4,-3.634,1,0.0504,0.241,0.0,0.289,0.634,152.048
56Ialc7EjXQwdZWLIctijx,I Wish,7nqOGRxlXj7N2JYbgNEjYH,SEVENTEEN,3tWstxfjHMtqt2ZsRvhlYy,233360,2020-06-22,57,0.634,0.736,2,-3.567,1,0.043,0.173,0.0,0.171,0.555,91.009
6y6k14YN6MbKpGIv1Rk00Q,How You Like That,41MozSoPIsD1dJM0CLPjZF,BLACKPINK,1AkGUEtocePYti6xefsECx,181263,2020-06-26,71,0.828,0.782,11,-4.014,1,0.0918,0.0694,3.41e-05,0.0544,0.351,130.013
50wetCP0Nsx5sIaFHCYlCe,Love Somebody,5JZ7CnR6gTvEMKX4g70Amv,Lauv,3UqBoqEP6JTeAGdrAQdEHD,142773,2020-06-24,19,0.465,0.468,7,-7.799,1,0.134,0.262,0.0,0.0639,0.373,83.366
3vAn0qZzdyuHamcrpkfiX3,How You Like That,41MozSoPIsD1dJM0CLPjZF,BLACKPINK,19LMUlWN7xU2NW80pZSeuH,181263,2020-06-26,52,0.828,0.782,11,-4.014,1,0.0918,0.0694,3.41e-05,0.0544,0.351,130.013
0RzT9tBLcQhofW2TNiHP9B,God’s Menu,2dIgFjalVxs4ThymZ67YCE,Stray Kids,7B3Rmyws1KcAxQfYPoInEZ,167922,2020-06-17,79,0.689,0.771,5,-3.618,1,0.0548,0.00776,0.0,0.521,0.482,157.052
2kqnQCChvRpDRAasIwc4Rh,Maria,7bmYpVgQub656uNTu6qGNQ,Hwa Sa,4oLJXInwA9ndm42QETdPyT,199026,2020-06-30,60,0.667,0.745,9,-2.96,0,0.0621,0.238,2.06e-06,0.255,0.482,128.972
2ccNaerby1wXA993dY6XsR,if this is the last time,49tQo2QULno7gxHutgccqF,LANY,3G2RelPzbgYpjSIsi0YS0J,203842,2020-07-01,44,0.565,0.586,11,-7.726,1,0.0363,0.0175,0.0,0.204,0.43,147.986
74jVIbukOhR0Am7YXKiJMM,Nakikinig Ka Ba Sa Akin,4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,7gUQFe3Hx5cf8tWZ8XpWy5,260638,2020-07-01,71,0.448,0.51,0,-8.046,1,0.0289,0.694,0.0,0.188,0.325,155.88
1NzRZ7AosK7ZDumMsZYofo,Just Friends,3JDG63cSaK3xgDnB2H55Xp,Audrey Mika,0J9VlRE4GIO7EDkYkIl8YL,168982,2020-05-08,65,0.868,0.656,7,-6.579,1,0.0351,0.0879,0.00316,0.14,0.793,114.991
25agDEpgr54nRvyQJHmNmR,Di Biro,2M4mQMnLHQQXsFsRmTTqsR,Jana Garcia,2F6OKkFouf9ll5uYQ7myQB,166013,2020-05-22,43,0.595,0.19,4,-14.627,1,0.0384,0.908,0.00703,0.355,0.272,108.626
1lNHWPDvKEbamKezpLq7HW,no song without you,0Vw76uk7P8yVtTClWyOhac,HONNE,3DG5MS8iKYcJROCnb1DYDf,160346,2020-07-03,68,0.788,0.473,0,-12.744,1,0.0328,0.489,0.254,0.109,0.81,105.429
5Pw4Q2Z2NttJtISFFxe9MK,la la la that’s how it goes,0Vw76uk7P8yVtTClWyOhac,HONNE,3DG5MS8iKYcJROCnb1DYDf,219080,2020-07-03,62,0.792,0.538,11,-9.105,1,0.0416,0.00889,0.88,0.107,0.9,123.497
0GPJSHYaXh8rZSSJoUMgyl,free love,0Vw76uk7P8yVtTClWyOhac,HONNE,3DG5MS8iKYcJROCnb1DYDf,209280,2020-07-03,61,0.708,0.68,9,-8.203,1,0.0519,0.0625,0.0,0.152,0.7,133.947
4Qf9ljqJtUJFH9l2LwKzo7,by my side,0Vw76uk7P8yVtTClWyOhac,HONNE,3DG5MS8iKYcJROCnb1DYDf,250493,2020-07-03,59,0.654,0.244,5,-13.192,1,0.0343,0.684,0.00116,0.39,0.229,82.528
61lfBHo44YaBIhAx1031CP,dear P,0Vw76uk7P8yVtTClWyOhac,HONNE,3DG5MS8iKYcJROCnb1DYDf,61426,2020-07-03,49,0.304,0.154,0,-24.25,1,0.11,0.77,0.655,0.135,0.453,65.573
1WJNTBzGIcnkJMN77XJlW4,one way to tokyo,0Vw76uk7P8yVtTClWyOhac,HONNE,3DG5MS8iKYcJROCnb1DYDf,150320,2020-07-03,50,0.388,0.127,0,-13.857,1,0.0482,0.809,0.0,0.379,0.181,82.932
5RKb8NyPAqkr77LbcSOTLn,loving you is so easy,0Vw76uk7P8yVtTClWyOhac,HONNE,3DG5MS8iKYcJROCnb1DYDf,214106,2020-07-03,53,0.596,0.727,6,-9.717,1,0.0334,0.00181,0.0709,0.0881,0.973,153.943
1IIKrJVP1C9N7iPtG6eOsK,Go Crazy,7bXgB6jMjp9ATFy66eO08Z,Chris Brown,7fZKtzZAsfH0kzeTivu5TG,176960,2020-05-08,89,0.755,0.578,0,-8.932,0,0.145,0.316,0.0,0.25,0.581,94.148
3ByZXP8iXAvhIhkJccDlbD,can’t bear to be without you,0Vw76uk7P8yVtTClWyOhac,HONNE,3DG5MS8iKYcJROCnb1DYDf,150200,2020-07-03,48,0.722,0.767,1,-8.638,1,0.0489,0.707,0.908,0.491,0.31,111.008
7AkgsceVCZ7YtpQhcminF8,lines on our faces,0Vw76uk7P8yVtTClWyOhac,HONNE,3DG5MS8iKYcJROCnb1DYDf,242800,2020-07-03,50,0.54,0.414,10,-10.948,1,0.0306,0.373,0.0379,0.354,0.22,84.033
